Level	Source Paper	Direction	Raw Title	Title	Link	Year	Filter	Triage	Initial Selection	Final Selection
1	an investigation of misunderstanding code patterns in c opensource software projects	Forward	Open Source Software Development Challenges: A Systematic Literature Review on GitHub	open source software development challenges a systematic literature review on github	https://www.igi-global.com/chapter/open-source-software-development-challenges/294562	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Open source software peer review practices: a case study of the Apache server	open source software peer review practices a case study of the apache server	https://dl.acm.org/doi/abs/10.1145/1368088.1368162?casa_token=fm9B420woY0AAAAA:rShcxLIAeF60w8ZoXn5W61t2WSntMX4soQtGc7mLRN7H0H0GOsYB8tDLqJQQq-wPeziRBX2A4SB2VVw	2008	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Opinion mining for software development	opinion mining for software development	https://sonar.ch/documents/319042/files/2020INFO010.pdf	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	enhancing program comprehension formatting and documenting	Forward	Optimizing Tradeoffs of Non-Functional Properties in Software	optimizing tradeoffs of nonfunctional properties in software	https://web.eecs.umich.edu/~weimerw/students/dorn-phd-thesis.pdf	2017	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Optimizing Tradeoffs of Non-Functional Properties in Software	optimizing tradeoffs of nonfunctional properties in software	https://web.eecs.umich.edu/~weimerw/students/dorn-phd-thesis.pdf	2017	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Paradigms for experimentation and empirical studies in software engineering	paradigms for experimentation and empirical studies in software engineering	https://www.sciencedirect.com/science/article/pii/095183209190053A	1991	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Parsing C/C++ code without pre-processing	parsing cc code without preprocessing	https://link.springer.com/chapter/10.1007/978-3-642-00722-4_9	2009	Ok	Not acceptable	Not acceptable	Not acceptable
1	enhancing program comprehension formatting and documenting	Forward	Pilot Study: Validation of Stimuli for Studying Mental Representations Formed by Parallel Programmers During Parallel Program Comprehension	pilot study validation of stimuli for studying mental representations formed by parallel programmers during parallel program comprehension	https://www.ppig.org/files/2022-PPIG-33rd-bidlake.pdf	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	PLC Guard: A practical defense against attacks on cyber-physical systems	plc guard a practical defense against attacks on cyberphysical systems	https://ieeexplore.ieee.org/abstract/document/7346843/	2015	Ok	Not acceptable	Not acceptable	Not acceptable
1	the effect of scope delimiters on program comprehension	Backward	PL/I Structured Propumming (2nd edn.)	pli structured propumming 2nd edn	https://www.amazon.com/PL-Structured-Programming-Joan-Hughes/dp/0471837466	1979	Old	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Pointing to subwords for generating function names in source code	pointing to subwords for generating function names in source code	https://arxiv.org/abs/2011.04241	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	PPP: The Pan Program Presenter	ppp the pan program presenter	https://apps.dtic.mil/sti/citations/ADA632219	1990	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Practical language-based editing for software engineers	practical languagebased editing for software engineers	https://books.google.com.br/books?hl=pt-BR&lr=&id=jtql2q0Ex2MC&oi=fnd&pg=PA251&ots=GX8q1gNWdG&sig=J3RrbVlwEBOjfrjZVGbXhTpxvAo	1995	Ok	Not acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Backward	Practical Statistics for Medical Research	practical statistics for medical research	https://scholar.google.com/scholar?as_q=Practical+Statistics+for+Medical+Research&as_occt=title&hl=en&as_sdt=0%2C31	1991	Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Predicting parameters of the software validation effort.	predicting parameters of the software validation effort	https://search.proquest.com/openview/32624c0692eee242cbb534fb3d7471d1/1?pq-origsite=gscholar&cbl=18750&diss=y	1978	Old	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Predictors of Computer Program Readability	predictors of computer program readability	https://search.proquest.com/openview/83184f735d517b314c0fbc7d663b2f5d/1?pq-origsite=gscholar&cbl=18750&diss=y	1984	Old	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Preliminary considerations on the effectiveness of the analysis of brain signals to assess the work of software developers	preliminary considerations on the effectiveness of the analysis of brain signals to assess the work of software developers	https://www.academia.edu/download/65153345/Succi.C317.Preliminaryconsiderationsontheeffectivenessoftheanalysisofbrainsignalstoassesstheworkofsoftwaredevelopers.pdf	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Preliminary findings on tools for the analysis of mental activity of programmers using EEG data from portable devices	preliminary findings on tools for the analysis of mental activity of programmers using eeg data from portable devices	https://ieeexplore.ieee.org/abstract/document/9217873/	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Preprocessor conditional removal by simple partial evaluation	preprocessor conditional removal by simple partial evaluation	https://ieeexplore.ieee.org/abstract/document/957833/?casa_token=XFQSju4AMpsAAAAA:XALFctoXo1ow3C-_5O8snmPNPxA-RdaZdiVcJi1X6M3Ly6ZjP7K9RbjQgaQfhb5LWOCaSM9ETol7	2001	Ok	Acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Backward	Preprogramming Knowledge: A Major Source of Misconceptions in Novice Programmers	preprogramming knowledge a major source of misconceptions in novice programmers	https://doi.org/10.1207/s15327051hci0102_3	1985	Old	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Preserving the documentary structure of source code in language-based transformation tools	preserving the documentary structure of source code in languagebased transformation tools	https://ieeexplore.ieee.org/abstract/document/972674/	2001	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Backward	Prettyprinting structured programs with connector lines	prettyprinting structured programs with connector lines	https://dl.acm.org//doi/10.1145/988113.988123	1979	Old	Not acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Backward	Prevalence of Confusing Code in Software Projects	prevalence of confusing code in software projects	https://doi.org/10.1145/3196398.3196432	2018	Ok	Acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Prevalence of confusing code in software projects: atoms of confusion in the wild	prevalence of confusing code in software projects atoms of confusion in the wild	https://dl.acm.org/doi/abs/10.1145/3196398.3196432?casa_token=_Bd6sdcLXa8AAAAA:ratmTfsHNnXqK08POneQocIi1qkHKUiN34jtZr6KPSxgLCssXe2YIkVO0Hmc-6g23qa3KDlYCvUW7G0	2018	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Prevalence of confusing code in software projects: Atoms of confusion in the wild	prevalence of confusing code in software projects atoms of confusion in the wild	https://dl.acm.org/doi/abs/10.1145/3196398.3196432	2018	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Backward	Principles of biostatistics	principles of biostatistics	https://scholar.google.com/scholar?as_q=Principles+of+biostatistics&as_occt=title&hl=en&as_sdt=0%2C31	2000	Ok	Not acceptable	Not acceptable	Not acceptable
1	software readability practices and the importance of their teaching	Backward	Principles of survey research: Part 1: Turning lemons into lemonade	principles of survey research part 1 turning lemons into lemonade	https://doi.org/10.1145/505532.505535	2001	Ok	Not acceptable	Not acceptable	Not acceptable
1	software readability practices and the importance of their teaching	Backward	Principles of survey research part 2: Designing a survey	principles of survey research part 2 designing a survey	https://doi.org/10.1145/566493.566495	2002	Ok	Not acceptable	Not acceptable	Not acceptable
1	software readability practices and the importance of their teaching	Backward	Principles of survey research part 6: Data analysis	principles of survey research part 6 data analysis	https://doi.org/10.1145/638750.638758	2003	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Backward	Problem solving and the development of abstract categories in programming languages.	problem solving and the development of abstract categories in programming languages	https://link.springer.com/article/10.3758/BF03197568	1981	Old	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Problems and solutions: Maintaining an integrated system in a community of volunteers	problems and solutions maintaining an integrated system in a community of volunteers	https://core.ac.uk/download/pdf/52104195.pdf	2009	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Problems, problems, problems…	problems problems problems	https://www.sciencedirect.com/science/article/pii/0164121289900496	1989	Old	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Problems with software complexity measurement	problems with software complexity measurement	https://dl.acm.org/doi/abs/10.1145/320599.320707	1985	Old	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Procedures and comments vs. the banker's algorithm	procedures and comments vs the bankers algorithm	https://dl.acm.org/doi/abs/10.1145/382208.382523	1985	Old	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Procedures and comments vs. the banker's algorithm	procedures and comments vs the bankers algorithm	https://dl.acm.org/doi/abs/10.1145/382208.382523	1985	Duplicate	Not acceptable	Not acceptable	Not acceptable
